Order ID,Order Date,Segment,State,Region,Category,Sales,Quantity,Discount,Profit
CA-2016-1869,2016-07-13,Home Office,Tennessee,South,Office Supplies,1907.22,4,0.3,-114.43
CA-2015-1870,2015-03-02,Home Office,Pennsylvania,East,Furniture,977.23,3,0.2,-107.5
CA-2018-1871,2018-12-09,Consumer,Georgia,South,Technology,943.74,3,0.3,-18.87
CA-2015-1872,2015-02-06,Consumer,Nevada,West,Office Supplies,904.85,5,0.5,-199.07
CA-2015-1873,2015-11-15,Home Office,Pennsylvania,East,Furniture,1948.1,10,0,97.41
CA-2017-1874,2017-07-17,Home Office,New Jersey,East,Technology,2562.84,7,0.1,358.8
CA-2015-1875,2015-05-06,Consumer,Illinois,Central,Office Supplies,904.92,4,0,162.89
CA-2016-1876,2016-09-21,Corporate,California,West,Technology,689.3,3,0.3,-13.79
CA-2018-1877,2018-11-25,Consumer,Georgia,South,Furniture,1459.2,4,0,72.96
CA-2016-1878,2016-07-14,Consumer,Alabama,South,Office Supplies,798.84,7,0,143.79
CA-2017-1879,2017-04-22,Home Office,Michigan,Central,Office Supplies,3490.66,7,0.3,-209.44
CA-2015-1880,2015-03-21,Consumer,Virginia,East,Furniture,2888.64,5,0.2,-317.75
CA-2016-1881,2016-08-20,Corporate,Ohio,Central,Technology,1172.16,2,0,257.88
CA-2018-1882,2018-05-13,Corporate,Massachusetts,East,Office Supplies,143.34,1,0.7,-54.47
CA-2015-1883,2015-08-09,Corporate,Illinois,Central,Office Supplies,506.82,9,0.1,50.68
CA-2017-1884,2017-11-07,Home Office,Florida,South,Office Supplies,1301.4,5,0.1,130.14
CA-2018-1885,2018-04-27,Corporate,Georgia,South,Technology,1442.7,9,0.3,-28.85
CA-2017-1886,2017-11-16,Corporate,Oregon,West,Office Supplies,1224.06,6,0,220.33
CA-2016-1887,2016-02-18,Consumer,Florida,South,Office Supplies,2211.04,8,0.5,-486.43
CA-2016-1888,2016-10-18,Consumer,Alabama,South,Technology,703.33,2,0.3,-14.07
CA-2017-1889,2017-06-28,Corporate,Oregon,West,Furniture,362.84,4,0.7,-185.05
CA-2018-1890,2018-02-19,Corporate,Oregon,West,Technology,67.8,2,0,14.92
CA-2015-1891,2015-03-04,Home Office,Arizona,West,Office Supplies,3379.48,7,0.3,-202.77
CA-2017-1892,2017-05-05,Home Office,Florida,South,Technology,1810.62,3,0,398.34
CA-2015-1893,2015-07-16,Home Office,Ohio,Central,Furniture,2419.52,4,0.1,-72.59
CA-2018-1894,2018-05-27,Corporate,Wisconsin,Central,Technology,1497.94,7,0.2,89.88
CA-2016-1895,2016-08-04,Corporate,New Jersey,East,Technology,2172.41,6,0.3,-43.45
CA-2018-1896,2018-11-25,Corporate,Florida,South,Technology,3221.45,5,0,708.72
CA-2015-1897,2015-10-20,Consumer,Alabama,South,Furniture,96.17,1,0.7,-49.05
CA-2018-1898,2018-11-15,Home Office,Pennsylvania,East,Technology,1575.19,3,0.2,94.51
CA-2015-1899,2015-02-24,Corporate,North Carolina,South,Furniture,1020.71,3,0.5,-357.25
CA-2017-1900,2017-03-17,Home Office,Oregon,West,Furniture,922.14,2,0,46.11
CA-2017-1901,2017-10-24,Consumer,Colorado,West,Office Supplies,380.3,6,0.7,-144.51
CA-2017-1902,2017-12-25,Corporate,Ohio,Central,Furniture,645.05,1,0,32.25
CA-2018-1903,2018-07-03,Consumer,Virginia,East,Furniture,399.47,1,0,19.97
CA-2018-1904,2018-02-12,Home Office,Indiana,Central,Office Supplies,2034.21,7,0.1,203.42
CA-2018-1905,2018-01-14,Corporate,Ohio,Central,Technology,787.84,8,0,173.32
CA-2015-1906,2015-11-17,Corporate,Virginia,East,Furniture,2940.84,6,0.1,-88.23
CA-2015-1907,2015-02-24,Corporate,Virginia,East,Office Supplies,416.21,4,0.7,-158.16
CA-2015-1908,2015-04-27,Home Office,Arizona,West,Office Supplies,1142.43,3,0,205.64
CA-2018-1909,2018-02-17,Home Office,Colorado,West,Office Supplies,2665.4,9,0.3,-159.92
CA-2017-1910,2017-03-16,Consumer,Wisconsin,Central,Technology,631.3,6,0.7,-214.64
CA-2018-1911,2018-11-23,Consumer,Pennsylvania,East,Furniture,387.45,5,0.7,-197.6
CA-2018-1912,2018-11-20,Corporate,New York,East,Technology,273.6,4,0.7,-93.02
CA-2015-1913,2015-01-28,Consumer,Oregon,West,Furniture,5086.85,8,0.2,-559.55
CA-2016-1914,2016-03-14,Corporate,Alabama,South,Technology,622.65,5,0.5,-112.08
CA-2017-1915,2017-11-25,Consumer,Texas,Central,Office Supplies,2689.2,8,0,484.06
CA-2015-1916,2015-03-18,Corporate,Indiana,Central,Technology,249.0,5,0.5,-44.82
CA-2018-1917,2018-11-20,Corporate,Pennsylvania,East,Technology,528.32,10,0.2,31.7
CA-2016-1918,2016-05-21,Consumer,Tennessee,South,Technology,3510.22,7,0,772.25
CA-2016-1919,2016-02-08,Corporate,Wisconsin,Central,Technology,2119.48,5,0.2,127.17
CA-2017-1920,2017-04-06,Corporate,Virginia,East,Office Supplies,3328.0,5,0,599.04
CA-2015-1921,2015-04-17,Corporate,Florida,South,Technology,4329.61,9,0.3,-86.59
CA-2016-1922,2016-06-20,Consumer,Arizona,West,Furniture,3417.96,7,0,170.9
CA-2016-1923,2016-08-15,Home Office,New Jersey,East,Technology,1496.9,10,0,329.32
CA-2015-1924,2015-05-16,Consumer,Indiana,Central,Office Supplies,975.03,10,0.3,-58.5
CA-2017-1925,2017-06-24,Home Office,Virginia,East,Furniture,282.12,4,0.5,-98.74
CA-2018-1926,2018-09-25,Corporate,New Jersey,East,Furniture,622.08,2,0,31.1
CA-2018-1927,2018-03-02,Home Office,Oregon,West,Technology,3953.52,8,0.1,553.49
CA-2018-1928,2018-08-10,Corporate,Florida,South,Technology,4016.88,10,0.2,241.01
CA-2016-1929,2016-03-07,Home Office,Georgia,South,Furniture,518.45,1,0.2,-57.03
CA-2017-1930,2017-09-07,Corporate,Arizona,West,Furniture,76.99,3,0.7,-39.26
CA-2018-1931,2018-06-07,Consumer,Texas,Central,Technology,111.06,2,0.7,-37.76
CA-2017-1932,2017-01-23,Home Office,Washington,West,Furniture,1291.35,10,0.5,-451.97
CA-2016-1933,2016-04-16,Consumer,Nevada,West,Office Supplies,201.43,1,0.7,-76.54
CA-2018-1934,2018-08-06,Home Office,New Jersey,East,Office Supplies,1432.02,6,0,257.76
CA-2016-1935,2016-04-11,Home Office,California,West,Furniture,2981.22,9,0.3,-566.43
CA-2017-1936,2017-04-11,Home Office,New York,East,Office Supplies,584.75,4,0.7,-222.2
CA-2015-1937,2015-08-02,Corporate,Michigan,Central,Technology,256.84,6,0.7,-87.33
CA-2018-1938,2018-09-08,Consumer,Indiana,Central,Technology,1976.92,4,0,434.92
CA-2016-1939,2016-11-06,Home Office,Massachusetts,East,Office Supplies,282.52,1,0,50.85
CA-2018-1940,2018-10-04,Home Office,New Jersey,East,Office Supplies,2299.74,5,0.3,-137.98
CA-2017-1941,2017-11-24,Consumer,Alabama,South,Office Supplies,3925.81,7,0,706.65
CA-2016-1942,2016-01-18,Home Office,North Carolina,South,Technology,823.05,5,0.7,-279.84
CA-2017-1943,2017-01-14,Corporate,Tennessee,South,Technology,2918.25,9,0.5,-525.29
CA-2016-1944,2016-01-27,Corporate,New York,East,Technology,395.45,1,0.5,-71.18
CA-2017-1945,2017-07-21,Corporate,Pennsylvania,East,Furniture,2576.74,6,0.2,-283.44
CA-2018-1946,2018-01-08,Corporate,New Jersey,East,Office Supplies,4715.46,9,0,848.78
CA-2015-1947,2015-01-13,Home Office,Florida,South,Office Supplies,1687.66,3,0.1,168.77
CA-2015-1948,2015-05-25,Consumer,Pennsylvania,East,Office Supplies,437.9,3,0.7,-166.4
CA-2018-1949,2018-05-20,Home Office,New Jersey,East,Technology,252.65,8,0.1,35.37
CA-2015-1950,2015-12-01,Consumer,Indiana,Central,Office Supplies,2660.76,10,0.1,266.08
CA-2016-1951,2016-08-12,Corporate,Illinois,Central,Office Supplies,175.77,6,0.5,-38.67
CA-2017-1952,2017-12-13,Consumer,New Jersey,East,Technology,325.12,4,0,71.53
CA-2018-1953,2018-09-03,Consumer,Florida,South,Office Supplies,596.28,10,0.7,-226.59
CA-2016-1954,2016-04-03,Corporate,Colorado,West,Furniture,27.07,1,0.1,-0.81
CA-2015-1955,2015-01-03,Consumer,Georgia,South,Office Supplies,4799.72,9,0.3,-287.98
CA-2015-1956,2015-05-11,Home Office,Washington,West,Furniture,717.55,2,0.2,-78.93
CA-2017-1957,2017-01-04,Home Office,Texas,Central,Furniture,1924.74,9,0,96.24
CA-2017-1958,2017-02-08,Consumer,Indiana,Central,Office Supplies,895.15,10,0.5,-196.93
CA-2016-1959,2016-12-16,Corporate,Tennessee,South,Office Supplies,2820.69,9,0,507.72
CA-2018-1960,2018-02-03,Consumer,Arizona,West,Technology,1364.73,7,0.7,-464.01
CA-2018-1961,2018-01-23,Corporate,Washington,West,Technology,3445.26,6,0,757.96
CA-2017-1962,2017-06-24,Consumer,Georgia,South,Office Supplies,1471.36,2,0,264.84
CA-2018-1963,2018-05-26,Corporate,New York,East,Office Supplies,1761.66,9,0,317.1
CA-2017-1964,2017-10-18,Consumer,Texas,Central,Furniture,460.38,2,0.2,-50.64
CA-2015-1965,2015-06-22,Corporate,Nevada,West,Technology,862.02,5,0.5,-155.16
CA-2016-1966,2016-10-03,Consumer,Indiana,Central,Furniture,1620.48,8,0.2,-178.25
CA-2018-1967,2018-10-09,Home Office,Texas,Central,Technology,4943.61,10,0.3,-98.87
CA-2018-1968,2018-09-06,Consumer,North Carolina,South,Office Supplies,1855.3,3,0.1,185.53
CA-2015-1969,2015-09-02,Home Office,Nevada,West,Office Supplies,236.9,2,0.1,23.69
CA-2015-1970,2015-02-22,Home Office,Georgia,South,Office Supplies,4382.0,8,0,788.76
CA-2015-1971,2015-04-13,Corporate,Indiana,Central,Office Supplies,4986.9,9,0,897.64
CA-2017-1972,2017-08-05,Corporate,Colorado,West,Technology,3845.35,5,0,845.98
CA-2016-1973,2016-03-27,Consumer,Virginia,East,Technology,2105.56,5,0.2,126.33
CA-2017-1974,2017-07-04,Home Office,Texas,Central,Furniture,213.84,3,0,10.69
CA-2016-1975,2016-08-21,Corporate,Texas,Central,Office Supplies,2400.02,7,0.3,-144.0
CA-2016-1976,2016-03-07,Corporate,New York,East,Furniture,2210.22,9,0,110.51
CA-2016-1977,2016-08-07,Corporate,Texas,Central,Technology,603.32,2,0.1,84.46
CA-2015-1978,2015-08-05,Corporate,Arizona,West,Technology,478.08,4,0,105.18
CA-2018-1979,2018-09-08,Corporate,Texas,Central,Furniture,523.05,5,0.5,-183.07
CA-2018-1980,2018-02-18,Corporate,Pennsylvania,East,Technology,1753.25,4,0.2,105.19
CA-2018-1981,2018-08-26,Corporate,Massachusetts,East,Technology,48.98,3,0.7,-16.65
CA-2017-1982,2017-08-23,Home Office,New Jersey,East,Office Supplies,1611.0,10,0.1,161.1
CA-2016-1983,2016-04-17,Home Office,Ohio,Central,Furniture,1814.16,4,0,90.71
CA-2015-1984,2015-12-12,Consumer,Illinois,Central,Office Supplies,3918.19,7,0.3,-235.09
CA-2018-1985,2018-04-10,Corporate,Georgia,South,Furniture,2068.92,6,0,103.45
CA-2017-1986,2017-01-06,Home Office,Oregon,West,Office Supplies,495.09,2,0.2,9.9
CA-2016-1987,2016-06-27,Consumer,Nevada,West,Furniture,582.31,9,0.3,-110.64
CA-2017-1988,2017-01-28,Corporate,New Jersey,East,Technology,135.63,3,0.7,-46.11
CA-2017-1989,2017-12-27,Consumer,Washington,West,Technology,436.09,7,0.1,61.05
CA-2016-1990,2016-07-05,Consumer,New Jersey,East,Furniture,3890.71,8,0.3,-739.23
CA-2015-1991,2015-03-20,Home Office,Virginia,East,Furniture,699.85,5,0,34.99
CA-2017-1992,2017-01-06,Corporate,New Jersey,East,Furniture,194.42,1,0.7,-99.15
CA-2018-1993,2018-01-13,Home Office,Massachusetts,East,Technology,23.46,1,0.7,-7.98
CA-2016-1994,2016-12-12,Home Office,Arizona,West,Office Supplies,445.54,6,0.3,-26.73
CA-2016-1995,2016-04-27,Corporate,Pennsylvania,East,Office Supplies,1290.96,9,0.2,25.82
CA-2016-1996,2016-06-01,Home Office,Alabama,South,Furniture,838.56,8,0.5,-293.5
CA-2018-1997,2018-07-24,Corporate,Washington,West,Technology,2930.59,7,0.3,-58.61
CA-2016-1998,2016-02-09,Home Office,Virginia,East,Technology,3277.35,10,0.1,458.83
CA-2017-1999,2017-03-27,Consumer,New York,East,Furniture,1496.04,4,0.5,-523.61
